input,decision
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in VJTI Hyderabad.",Skill Development First
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in Pune University Nashik.",Job First (Financial Stability)
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Symbiosis Delhi.",Government Exam Path
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in COEP Pune.,Emotional Counseling Needed
"My father got laid off last month from his company in Kolhapur. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in VJTI Kolhapur.",Job First (Financial Stability)
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in VJTI Nagpur.",Higher Studies First
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in COEP Pune.",Skill Development First
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in SPIT Chennai.",Emotional Counseling Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in COEP Nagpur.,Government Exam Path
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in COEP Hyderabad.,Balanced Job + Study Plan
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in local college Aurangabad.",Skill Development First
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in PICT Nagpur.",Skill Development First
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in Pune University Nagpur.,Higher Studies First
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in MIT WPU Bangalore.",Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in SPIT Bangalore.",Balanced Job + Study Plan
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in COEP Mumbai.",Emotional Counseling Needed
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Pune University Delhi.",Skill Development First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in local college Nagpur.,Career Guidance Needed
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in MIT WPU Delhi.",Job First (Financial Stability)
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in IIT Bombay Bangalore.",Balanced Job + Study Plan
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in PICT Bangalore.",Emotional Counseling Needed
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Madras Delhi.,Skill Development First
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in IIT Madras Mumbai.,Government Exam Path
"Hey, my father got laid off last month from his company in Thane. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS.",Job First (Financial Stability)
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in VJTI Mumbai.",Emotional Counseling Needed
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Pune University Kolhapur.,Career Guidance Needed
"My father got laid off last month from his company in Chennai. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in Symbiosis Chennai.",Job First (Financial Stability)
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Amity Nashik.,Balanced Job + Study Plan
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in PICT Chennai.",Career Guidance Needed
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GRE. I am studying in local college Bangalore.",Government Exam Path
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in PICT Pune.,Skill Development First
My parents strongly believe only government job is safe. They want me to prepare full time for Railway. I am studying in Amity Pune.,Government Exam Path
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Amity Chennai.",Career Guidance Needed
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in local college Mumbai.,Balanced Job + Study Plan
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Madras Delhi.",Higher Studies First
